ec,lex,ls,sp,pfm,vbs,vbe,nme,prs,vt,ps,nu,gn,st,form
3,"CVJM/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"CVJM/"
1,"XMD[",0,1,0,1,6,0,0,2,1,1,0,-1,"XMD[TJ:d"
1,"<BR[",0,1,0,0,2,0,0,2,3,1,1,-1,"<BR[H"
1,"SKL[",0,1,0,2,3,0,0,2,2,1,2,-1,"]H]SKL[T"
1,"XV>/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"XV>/JM"
2,"XKM/",0,13,-1,-1,-1,1,0,-1,-1,1,2,1,"XKM/:c"
1,"CB<[",0,1,0,2,1,0,0,2,3,1,2,-1,"]H]CB&J<["
1,"SLX/",0,13,-1,-1,-1,1,0,-1,-1,1,2,0,"SLX/"
1,">JPH",0,12,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,">JPH"
2,"NXM[",0,1,8,1,1,0,7,1,3,1,1,-1,"!T=!NXM[~N:d+(HW"
1,"GLH[",0,1,2,1,1,0,0,1,3,1,2,-1,"!J!GL(H[:d"
1,"GJD/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"G(JD/JM"
1,"XBR[",0,1,0,0,7,0,0,2,3,3,0,-1,"XBR[W"
2,"L<G[",0,1,7,2,1,4,0,6,0,3,2,2,"!M!](H]L<G[/JM"
1,"MBYR/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"MBYR/:a"
2,"CLMJT/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"CLM(J&WT/"
1,"NQC[",0,1,2,1,1,0,0,1,3,1,2,-1,"!J!NQC[:d"
1,"<NH=[",0,1,2,1,7,0,9,1,3,3,2,-1,"!J!<N(H=[W:d+NW"
2,"D>B[",0,1,1,0,1,2,0,4,0,0,0,2,"!!D>B[/H"
1,"YLJ/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"YLJ/:a"
1,"YLJL/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"YL(J&WL/"
2,"GJ>/",0,2,-1,-1,-1,1,0,-1,-1,1,0,1,"GJ(>/:c"
1,"MCQH/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"MCQH/:a"
1,"FRD[",0,1,0,0,7,0,0,2,3,3,0,-1,"FRD[W"
1,"JKX[",0,1,3,2,1,0,0,1,2,1,2,-1,"!T!](H](J&WKX["
2,"NV<[",0,1,1,0,1,3,0,4,0,0,0,0,"!!(NV<[/T"
2,"JRD[",0,1,0,0,5,0,0,2,2,1,1,-1,"JRD[T&J="
1,"C>L[",0,1,2,0,7,0,0,1,3,3,2,-1,"!J!C>L[W"
1,"GDRTJ/",-2,13,-1,-1,-1,1,0,-1,-1,1,2,0,"GDRTJ/"
1,"<QB[",0,1,0,0,1,0,0,2,3,1,2,-1,"<QB["
2,"S<R[",0,1,2,24,1,0,0,1,3,1,2,-1,"!J!S<R[:o"
2,">DM[",0,1,7,4,1,4,0,62,0,3,2,2,"!M!>DM[/JM:du"
2,"MSH=/",-3,2,-1,-1,-1,3,0,-1,-1,1,1,1,"MS(H=/T:c"
1,"JC<[",0,1,2,2,7,0,13,1,3,3,2,-1,"!J!](H](J&WC&J<[W+M"
2,"BR>=[",0,1,1,2,1,1,10,4,0,0,0,2,"!!]H]BR&J>=[/+KM"
1,"YHB/",0,13,-1,-1,-1,1,0,-1,-1,1,2,0,"YHB/"
1,"TRCJC/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"TRCJC/"
2,"MR/",0,13,-1,-1,-1,2,0,-1,-1,1,1,2,"MR/(H&>"
1,"JD<[",0,1,0,0,8,0,0,2,2,3,2,-1,"JD<[TM"
2,"CLM===/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"CLM===/"
1,"RBH[",0,1,1,2,1,0,0,3,2,1,2,-1,"!!]H]RB(H["
2,"NKH/",0,13,-1,-1,-1,1,0,-1,-1,1,2,1,"NKH/:c"
1,"MLQWC/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"MLQWC/"
1,"R<BWN/",0,2,-1,-1,-1,1,0,-1,-1,1,2,1,"R<BWN/:c"
2,"QYP[",0,1,0,0,3,0,0,2,2,1,2,-1,"QYP[T"
1,"RMS[",0,1,8,0,1,0,8,1,3,1,1,-1,"!T=!RMS[~N+H"
2,"RGL[",0,1,0,0,1,0,0,2,3,1,2,-1,"RGL["
2,"CJR/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"CJR/JM"
1,"NYL[",0,1,8,3,1,0,0,1,3,1,1,-1,"!T=!](N]NYL["
2,"VM>[",0,1,1,1,1,1,0,4,0,0,0,0,"!!VM>[/:d"
1,"XPF[",0,1,2,4,1,0,0,1,3,1,2,-1,"!J!XPF[:du"
2,"FRQH/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"FRQ(H/H"
2,"JSR[",0,1,1,0,1,1,0,5,0,0,0,2,"!!JSR[/:a"
1,"L>M/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"L>&WM/JM"
2,"MTL<WT/",0,2,-1,-1,-1,6,0,-1,-1,3,1,0,"M(TL&T<(W(T/WT"
2,">WT/",0,2,-1,-1,-1,6,13,-1,-1,3,1,2,">WT/(WT+M"
2,"RKB[",0,1,3,2,1,0,2,1,2,1,2,-1,"!T!](H]RK&JB[+NJ"
2,"<BV=[",0,1,2,1,14,0,0,1,3,3,2,-1,"!J!<BV=[WN:d"
2,"QDWC/",0,13,-1,-1,-1,5,6,-1,-1,3,2,2,"QD(WC/(J+W"
1,"SBB[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!S&WB(B["
2,"QBWRH/",0,2,-1,-1,-1,3,6,-1,-1,1,1,2,"QB(WR(H/T+W"
1,"<NTWT=/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"<NTWT=/"
1,">DMH=/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,">DMH=/"
2,"XTM[",0,1,0,3,1,1,0,6,0,1,2,2,"]N]XTM[/:a"
1,"CLL[",0,1,0,0,1,4,0,6,0,3,2,2,"CLL[/JM"
2,"NTQ[",0,1,2,3,7,0,0,1,3,3,2,-1,"!J!](N]NTQ[W"
3,"B>C[",0,1,0,2,7,0,0,2,3,3,0,-1,"]H]B>&JC[W"
1,"KLH[",0,1,2,1,7,0,7,1,3,3,2,-1,"!J!KL(H[(W:d+HW"
1,"<ZB[",0,1,0,0,1,3,0,62,0,1,1,1,"<Z&WB[/T:pc"
1,"VB<T/",0,2,-1,-1,-1,6,0,-1,-1,3,1,2,"VB<(T/(WT:a"
1,"YWD[",0,1,0,0,7,0,0,2,3,3,0,-1,"Y(WD[W"
2,"TWR[",0,1,3,0,7,0,0,1,2,3,2,-1,"!T!T(WR[W"
2,"JCB[",0,1,7,2,1,1,0,6,0,1,2,1,"!M!](H](J&WC&JB[/~J"
1,"XRC[",0,1,0,2,1,0,0,2,3,1,2,-1,"]H]XRC["
2,"CC=/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"CC=/&J"
1,"DBQ[",0,1,8,0,1,0,0,1,3,1,1,-1,"!T=!DBQ["
1,"FM>L/",0,2,-1,-1,-1,1,5,-1,-1,1,2,2,"FM>&WL/+K="
1,"FH/",0,2,-1,-1,-1,1,6,-1,-1,1,0,2,"F(H&J/+W"
1,"DMM[",0,1,1,0,1,0,0,3,2,1,2,-1,"!!D&WM(M["
2,"SP=/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"SP=/JM"
3,"XRNPR/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"XRNPR/"
2,"<YH==/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"<YH==/:a"
1,">WPJR/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,">WPJR/"
1,"XWMH/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"XWM(H/H"
2,"CKR[",0,1,1,1,1,1,0,5,0,0,0,2,"!!CKR[/:da"
1,"BVX[",0,1,3,0,1,0,0,1,2,1,2,-1,"!T!BVX["
2,"<RK[",0,1,0,2,1,0,0,2,3,1,2,-1,"]H]<R&JK["
2,"SGR[",0,1,6,3,1,0,0,3,2,1,2,-1,"!H!](N]SGR["
2,"SJS/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"S(J&WS/"
1,"HJH[",-2,1,1,0,12,0,0,3,2,1,1,-1,"!!HJ(H[J"
2,"NKR=/",0,2,-1,-1,-1,1,6,-1,-1,1,2,2,"NKR=/+W"
1,"HRJSH/",0,2,-1,-1,-1,12,6,-1,-1,3,1,2,"HR(JS(H/(WTJ+W"
2,"MKK[",0,1,2,3,1,0,0,1,3,1,2,-1,"!J!](N]MK(K["
1,"XPJM/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"XPJM/"
1,"YR<[",0,1,7,4,1,3,0,62,0,1,1,0,"!M!YR<[/T:du"
2,"XPY/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"XPY/JM"
1,"KSH[",0,1,8,1,1,0,2,1,3,1,1,-1,"!T=!KS(H[:d+NJ"
2,"KLH[",0,1,4,1,1,0,4,1,1,1,0,-1,"!>!KL(H[:d+K"
2,"JBC[",0,1,1,0,1,1,0,4,0,0,0,0,"!!JBC[/:c"
3,"K<S[",0,1,1,2,1,1,2,4,0,0,0,2,"!!]H]K<S[/+NJ"
1,"<DWT/",0,2,-1,-1,-1,12,6,-1,-1,3,1,2,"<DW(T/(WTJ+W"
2,"RJB/",0,2,-1,-1,-1,1,10,-1,-1,1,2,2,"RJB/+KM"
2,"ZW=",0,8,-1,-1,-1,-1,-1,-1,-1,1,1,-1,"ZW="
1,"XG>/",0,2,-1,-1,-1,1,0,-1,-1,1,1,0,"XG>/"
1,"JCR/",0,13,-1,-1,-1,4,0,-1,-1,3,2,2,"JCR/JM"
2,"XWH=[",0,1,4,1,1,0,4,1,1,1,0,-1,"!>!XW(H=[~(N:d+K"
1,"RHB/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"RHB/JM"
1,"YHRJM/",0,2,-1,-1,-1,14,0,-1,-1,2,2,2,"YHR(J(M/JM="
1,"QDC[",0,1,7,4,1,4,0,62,0,3,2,2,"!M!QDC[/JM:du"
1,"NMR/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"NMR/JM"
1,"RBH[",0,1,0,1,6,0,0,2,1,1,0,-1,"RB(H&J[TJ:d"
2,"STR[",0,1,6,3,1,1,0,4,0,0,0,0,"!H!](N]STR[/:c"
1,"FMX[",0,1,2,1,1,0,0,1,3,1,2,-1,"!J!FMX[:d"
2,"SBB[",0,1,0,2,3,0,0,2,2,1,2,-1,"]H]SB(B[T"
2,"YB>=/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"YB>&J=/(JM"
1,"XQR[",0,1,2,0,1,0,7,1,3,1,2,-1,"!J!XQR[~N+(HW"
2,"CBT=/",0,2,-1,-1,-1,3,0,-1,-1,1,1,0,"CB(T=/T"
3,"BRK/",0,2,-1,-1,-1,14,0,-1,-1,2,1,2,"BRK/JM="
1,"CW<[",0,1,2,1,7,0,0,1,3,3,2,-1,"!J!CW<[W:d"
1,">XZ[",0,1,2,3,7,0,0,1,3,3,2,-1,"!J!](N]>XZ[W"
1,"NSK[",0,1,4,2,1,0,0,1,1,1,0,-1,"!>!](H](NS&JK["
3,"BGD[",0,1,0,0,1,4,0,6,0,3,2,2,"B&WGD[/JM"
3,"<ZJZ>/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"<ZJZ>/"
2,"<BR/",-3,2,-1,-1,-1,1,0,-1,-1,1,2,0,"<BR/"
2,"M<RH===/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"M<RH===/"
2,"C>L[",0,1,5,0,18,0,0,1,1,3,0,-1,"!N!C>L[H="
2,"CMM[",0,1,4,2,1,0,13,1,1,1,0,-1,"!>!](H]CM(M[+M"
2,"CBH[",0,1,0,0,1,5,12,6,0,3,2,2,"CB(H[/J+HM"
1,"GML/",0,2,-1,-1,-1,1,0,-1,-1,1,0,0,"GML/"
1,"LJN[",0,1,1,0,1,0,0,3,2,1,2,-1,"!!LJN["
2,"JGH[",0,1,7,2,1,5,5,6,0,3,2,2,"!M!](H](J&WG(H[/J+K="
1,"CMRWN==/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"CMRWN==/"
3,"PRMCT>/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"PRMCT>/"
1,"RBY[",0,1,2,2,7,0,0,1,3,3,2,-1,"!J!](H]RBY[W"
2,"PR/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"PR/JM"
1,"QN>/",0,13,-1,-1,-1,1,0,-1,-1,1,2,0,"QN>/"
2,"RWY[",0,1,0,0,1,15,0,6,0,3,2,2,"R(WY[/JN"
3,"DXP[",0,1,0,0,1,4,0,62,0,3,2,2,"DX&WP[/JM:p"
2,"RYH=[",0,1,0,2,2,0,0,2,3,1,1,-1,"]H]RY(H=[(H&T"
2,"XYH[",0,1,0,0,3,0,0,2,2,1,2,-1,"XY(H&J[T"
1,">JLM/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,">(JLM/"
2,"BW>[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!BW(>["
1,"<JN/",0,2,-1,-1,-1,6,0,-1,-1,3,1,2,"<JN/(WT:a"
1,"YMH/",0,2,-1,-1,-1,3,5,-1,-1,1,1,2,"YM(H/T+K="
1,">KL[",0,1,2,3,7,0,0,1,3,3,2,-1,"!J!](N]>KL[W"
2,"XBR=/",0,2,-1,-1,-1,5,5,-1,-1,3,2,2,"XBR=/J+K="
1,"J>R=/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"J>&WR=/"
1,"XKM/",0,13,-1,-1,-1,5,8,-1,-1,3,2,2,"XKM/J+H"
2,"ZNB[",0,1,0,1,8,0,0,2,2,3,2,-1,"ZNB[TM:d"
1,"<NH[",0,1,0,0,1,0,7,2,3,1,2,-1,"<N(H[+HW"
1,"<NH[",0,1,1,0,7,0,0,3,2,3,2,-1,"!!<N(H[W"
3,"BWC[",0,1,2,6,7,0,0,1,3,3,2,-1,"!J!](HT]B(WC&C[W"
1,"XBJWN/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"XBJWN/"
1,"CTH[",0,1,1,0,1,1,0,5,0,0,0,2,"!!CT&W(H[/:a"
3,"KSP[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!KS&WP["
1,"N<R[",0,1,0,0,6,0,0,2,1,1,0,-1,"N<R[TJ"
2,"GR<[",0,1,2,1,1,0,0,1,3,1,2,-1,"!J!GR<[:d"
2,"NTN[",0,1,0,0,1,0,6,2,3,1,2,-1,"NTN[+W"
1,">WH[",0,1,7,6,1,2,0,6,0,1,1,2,"!M!](HT]>W(H[/H"
3,"BRK[",0,1,0,1,10,0,10,2,1,3,0,-1,"BRK[NW:d+KM"
2,"LJN[",0,1,2,6,1,0,0,1,3,1,2,-1,"!J!](HT]L(JN&N["
1,"BXN[",0,1,0,0,6,0,13,2,1,1,0,-1,"BXN[TJ+M"
1,"MYWH/",0,2,-1,-1,-1,6,0,-1,-1,3,1,0,"MYW(H/(WT"
2,"GML[",0,1,6,3,1,1,0,4,0,0,0,0,"!H!](N]GML[/:c"
2,">KL[",0,1,8,0,1,0,5,1,3,1,1,-1,"!T=!>KL[+K="
2,"XTM[",0,1,1,0,1,1,0,4,0,0,0,0,"!!XTM[/:c"
1,"CKN[",0,1,2,0,7,0,0,1,3,3,2,-1,"!J!CKN[W"
2,"BW>[",0,1,0,0,1,1,0,6,0,1,2,0,"B(W(>[/&H"
2,"G>L=[",0,1,4,0,6,0,0,1,1,1,0,-1,"!>!G>L=[TJ"
1,"DWD/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"DWD/"
1,"JTR[",0,1,0,3,1,4,0,6,0,3,2,2,"]N](J&WTR[/(JM"
2,"YDWQ/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"YD(WQ/"
2,"LQX[",0,1,1,0,1,1,0,5,0,0,0,2,"!!LQ&WX[/:a"
1,"HJH[",-2,1,0,0,1,0,0,2,3,1,2,-1,"HJH["
2,"XLB=/",0,2,-1,-1,-1,1,8,-1,-1,1,2,2,"XLB=/+H"
2,"JCPH=/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"JCPH=/"
2,"XTM[",0,1,0,0,1,4,0,62,0,3,2,2,"XTM[/JM:p"
1,"GLL[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!GL(L["
3,"<JC/",0,2,-1,-1,-1,1,0,-1,-1,1,1,2,"<JC/:a"
1,"T>NH/",0,2,-1,-1,-1,3,3,-1,-1,1,1,2,"T>N(H/T+J"
3,"MK>WB/",0,2,-1,-1,-1,1,3,-1,-1,1,2,2,"MK>WB/+J"
1,"PLS[",0,1,3,1,14,0,0,1,2,3,2,-1,"!T!PLS[WN:d"
1,"QDM/",-4,2,-1,-1,-1,1,0,-1,-1,1,2,0,"QDM/"
1,"PXD[",0,1,7,1,1,1,0,6,0,1,2,0,"!M!PXD[/:d"
1,"KTB[",0,1,1,0,1,1,0,4,0,0,0,0,"!!KT&WB[/:c"
2,"CKX[",0,1,0,0,1,0,0,2,3,1,2,-1,"CKX["
2,"CLL/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"CLL/"
1,"BT/",0,2,-1,-1,-1,6,0,-1,-1,3,1,2,"B(T&N/WT:a"
1,"<QB=/",0,2,-1,-1,-1,6,0,-1,-1,3,2,0,"<QB=/WT"
2,"B>RTJ/",-2,13,-1,-1,-1,1,0,-1,-1,1,2,0,"B>RTJ/"
2,"NW<[",0,1,1,0,1,1,0,5,0,0,0,2,"!!NW<[/:a"
2,"CBR[",0,1,2,3,7,0,0,1,3,3,2,-1,"!J!](N]CBR[W"
1,"<M/",0,2,-1,-1,-1,5,8,-1,-1,3,2,2,"<M/J+H"
1,"TXT/",-3,2,-1,-1,-1,1,13,-1,-1,1,2,2,"TXT/+M"
1,"CLX[",0,1,1,0,18,0,0,3,2,1,2,-1,"!!CLX[H="
2,"RZN[",0,1,0,0,1,4,0,6,0,3,2,2,"RZN[/JM"
2,"<FH[",0,1,3,0,1,0,8,1,2,1,2,-1,"!T!<F(H[+H"
1,"CPV[",0,1,0,0,1,5,5,6,0,3,2,2,"CPV[/J+K="
1,"N>QH/",0,2,-1,-1,-1,3,13,-1,-1,1,1,2,"N>Q(H/T+M"
2,"CKB[",0,1,0,8,1,0,0,2,3,1,2,-1,"]H]CKB[:u"
1,"CTH[",0,1,2,3,1,0,0,1,3,1,2,-1,"!J!](N]CTH["
1,"<QH/",0,2,-1,-1,-1,3,0,-1,-1,1,1,1,"<Q(H/T:c"
1,"C<R/",0,2,-1,-1,-1,5,8,-1,-1,3,2,2,"C<R/J+H"
2,"JSP[",0,1,0,0,1,0,0,2,3,1,2,-1,"J&WSP["
1,"QDM[",0,1,2,1,1,0,8,1,3,1,2,-1,"!J!QDM[~N:d+H"
1,"XBL=[",0,1,1,1,1,1,0,4,0,0,0,0,"!!XBL=[/:d"
1,"GBXT/",0,2,-1,-1,-1,3,6,-1,-1,1,1,2,"GBX(T/T+W"
2,"RXM[",0,1,1,1,1,1,0,4,0,0,0,0,"!!RXM[/:d"
1,"FRV[",0,1,1,0,1,1,0,5,0,0,0,2,"!!FR&WV[/:a"
1,"BJNH/",0,2,-1,-1,-1,3,0,-1,-1,1,1,1,"BJN(H/T:c"
2,"S<H[",0,1,0,0,1,2,0,6,0,1,1,2,"S<(H[/H"
2,"GDP[",0,1,0,1,3,0,0,2,2,1,2,-1,"GDP[T:d"
2,"KTB[",0,1,1,0,1,1,0,5,0,0,0,2,"!!KT&WB[/:a"
2,"BRJ<H/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"BR(J<H/"
2,">JN=",0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,">JN="
2,"ZZ",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"&J&D&R&K"
2,"JRWC>/",0,3,-1,-1,-1,1,-1,-1,-1,1,1,0,"JRWC(>&H/"
1,"RMWN/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"RMWN/JM"
2,"JRKH/",0,2,-1,-1,-1,17,0,-1,-1,2,1,2,"JRK(H/T(JM"
1,"NWP[",0,1,2,2,1,0,0,1,3,1,2,-1,"!J!](H]N(WP["
2,"TNH[",0,1,0,2,7,0,0,2,3,3,0,-1,"]H]TN(H[W"
1,"BW>[",0,1,4,2,1,0,13,1,1,1,0,-1,"!>!](H]B(W&J>[+M"
1,"XRN/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"XRN/"
2,"KSP/",0,2,-1,-1,-1,1,3,-1,-1,1,2,2,"KSP/+J"
1,"CKN[",0,1,0,0,1,3,0,6,0,1,1,0,"CKN[/T&J"
1,"NVH[",0,1,0,0,2,0,0,2,3,1,1,-1,"NV(H[&TH"
1,"JCB[",0,1,0,0,3,0,0,2,2,1,2,-1,"JCB[T"
1,"MWRH/",0,2,-1,-1,-1,5,3,-1,-1,3,2,2,"MWR(H/J+(J"
2,"<MR=/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"<MR=/JM"
2,"XTWL/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"XTWL/"
1,"PTX[",0,1,0,3,1,0,0,2,3,1,2,-1,"]N]PTX["
2,"TJMRH/",0,2,-1,-1,-1,6,0,-1,-1,3,1,0,"TJMR(H/WT"
1,"KBD[",0,1,4,3,18,0,0,1,1,1,0,-1,"!>!](N]KBD[H="
2,"RMJH==/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"RMJH==/"
2,"FWR[",0,1,0,2,7,0,0,2,3,3,0,-1,"]H]F(W&JR[W"
1,"CQH[",0,1,1,2,1,6,6,4,0,0,0,2,"!!]H]CQ(H[/(WT+W"
2,"KXD[",0,1,5,2,1,0,13,1,1,3,0,-1,"!N!](H]KX&JD[+M"
1,"PNH[",0,1,8,0,1,0,0,1,3,1,1,-1,"!T=!PNH["
2,"JRH=[",0,1,1,0,1,6,0,4,0,0,0,0,"!!JR(H=[/WT"
1,"KSH[",0,1,6,3,1,6,0,4,0,0,0,0,"!H!](N]KS(H[/WT"
1,"NHL[",0,1,0,1,3,0,0,2,2,1,2,-1,"NHL[T:d"
2,"<NH=[",0,1,3,1,1,0,9,1,2,1,2,-1,"!T!<N(H=[:d+NW"
3,"MHR[",0,1,0,3,1,5,0,6,0,3,2,1,"]N]MHR[/J"
2,"BRK=[",0,1,2,2,1,0,0,1,3,1,2,-1,"!J!](H]BRK=["
1,"GBWR/",0,2,-1,-1,-1,5,0,-1,-1,3,2,1,"GB(WR/J"
1,"CPXH/",0,2,-1,-1,-1,3,5,-1,-1,1,1,2,"CPX(H/T+K="
1,"J<L[",0,1,2,2,7,0,0,1,3,3,2,-1,"!J!](H](J<&JL[W"
2,"<YB[",0,1,2,3,1,0,0,1,3,1,2,-1,"!J!](N]<YB["
1,"NGC[",0,1,1,2,18,0,0,3,2,1,2,-1,"!!]H](NGC[H="
1,"TWR[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!TWR["
2,"PYH[",0,1,0,0,1,1,0,6,0,1,2,2,"P&WYH[/:a"
2,"MVR/",0,2,-1,-1,-1,6,0,-1,-1,3,2,1,"MVR/WT:c"
1,"MRD[",0,1,1,0,1,1,0,4,0,0,0,0,"!!MRD[/:c"
2,"NDBJH/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"NDBJH/"
2,"CKWL=/",0,13,-1,-1,-1,6,0,-1,-1,3,1,0,"CK(WL=/WT"
1,"XLP[",0,1,0,0,7,0,0,2,3,3,0,-1,"XLP[W"
1,"<WR[",0,1,1,2,1,1,0,4,0,0,0,0,"!!](H]<(W&JR[/:c"
1,"MKR[",0,1,1,0,1,1,8,4,0,0,0,2,"!!MKR[/+H"
1,"PT>M",0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"PT>M"
2,"CW<[",0,1,0,1,6,0,0,2,1,1,0,-1,"CW<[TJ:d"
2,"GT=/",0,3,-1,-1,-1,7,-1,-1,-1,1,0,0,"GT=/~H"
1,"SRN=/",0,2,-1,-1,-1,5,0,-1,-1,3,2,1,"SRN=/J"
2,"J<JR/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"J<(J&WR/"
2,"CXT[",0,1,1,2,1,1,13,4,0,0,0,2,"!!]H]CX&JT[/+M"
1,"STM[",0,1,2,1,7,0,13,1,3,3,2,-1,"!J!STM[W:d+M"
2,"JPH[",0,1,3,0,12,0,0,1,2,1,1,-1,"!T!JP(H[J"
1,">XR/",-3,2,-1,-1,-1,5,3,-1,-1,3,2,2,">XR/J+(J"
2,"YJD/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"YJD/&H:a"
1,"PC</",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"PC</JM"
2,"<NP/",0,2,-1,-1,-1,5,8,-1,-1,3,2,2,"<NP/J+H"
2,">NWC/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,">NWC/"
2,"DCN[",0,1,0,11,2,0,0,2,3,1,1,-1,"]H(T]DCN[H:u"
1,">CWR=/",0,2,-1,-1,-1,1,6,-1,-1,1,1,2,">C(WR=/+W"
2,"LW",0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"L(W&>"
3,"MY>[",0,1,2,0,1,0,4,1,3,1,2,-1,"!J!MY>[~(N+K&H"
2,"CMW<H/",0,2,-1,-1,-1,3,0,-1,-1,1,1,1,"CM(W<(H/T:c"
1,"YR=/",0,2,-1,-1,-1,5,12,-1,-1,3,2,2,"YR=/J+HM"
1,"M<LL/",0,2,-1,-1,-1,5,5,-1,-1,3,2,2,"M<LL/J+K="
1,"BRK[",0,1,2,1,1,0,0,1,3,1,2,-1,"!J!BRK[:d"
2,"XBL=[",0,1,0,1,1,0,0,2,3,1,2,-1,"XBL=[:d"
2,"HJH[",-2,1,0,0,3,0,0,2,2,1,2,-1,"HJ(H[T"
2,"BJN/",-3,2,-1,-1,-1,5,6,-1,-1,3,2,2,"BJN/(J+W"
2,"GDL/",0,2,-1,-1,-1,1,6,-1,-1,1,2,2,"GDL/+W"
1,"RXM[",0,1,0,1,1,0,4,2,3,1,2,-1,"RXM[:d+K"
1,"<MD[",0,1,0,2,3,0,0,2,2,1,2,-1,"]H]<MD[T&H"
3,">BH[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!>BH["
2,"MDW<",0,12,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,"MD(W<"
1,"<LY[",0,1,1,0,1,1,0,4,0,0,0,0,"!!<LY[/:c"
2,"CBX=[",0,1,3,1,1,0,13,1,2,1,2,-1,"!T!CBX=[:d+M"
2,"FMX[",0,1,1,0,12,0,0,3,2,1,1,-1,"!!FMX[J"
1,"JRH[",0,1,0,2,1,0,7,2,3,1,2,-1,"]H](J&WR(H[+HW"
1,"MY>[",0,1,3,0,1,0,0,1,2,1,2,-1,"!T!MY>["
2,"ZRQ[",0,1,0,4,1,0,0,2,3,1,2,-1,"ZRQ[:du"
2,">JTN=/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,">JTN=/"
1,"NS<[",0,1,7,2,1,1,0,6,0,1,2,0,"!M!](H](NS&J<[/"
3,">LTWLD/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,">LTWLD/"
3,"KWN[",0,1,0,2,6,0,0,2,1,1,0,-1,"]H]K(W&JN[TJ"
2,"HNH",0,10,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,"HN(H~(N+K"
